medication_definition_id	medication	problem_definition_id	problem	patient_link_frequency	link_ratio	rxcui	ingredient_rxcui	ingredient_name	doid_code	doid_name
147014	RisperiDONE 0.5 MG Oral Tablet	251600	Dementia	3	0.230769	312829	35636	Risperidone	DOID:1307	dementia
147014	RisperiDONE 0.5 MG Oral Tablet	252573	Frontotemporal Dementia	2	1	312829	35636	Risperidone	DOID:9255	frontotemporal dementia
147014	RisperiDONE 0.5 MG Oral Tablet	275496	Autistic Disorder	5	0.555556	312829	35636	Risperidone	DOID:12849	autistic disorder
147014	RisperiDONE 0.5 MG Oral Tablet	275592	Post-traumatic Stress Disorder	2	0.285714	312829	35636	Risperidone	DOID:2055	post-traumatic stress disorder
147016	Cetirizine HCl 1 MG/ML Oral Syrup	62598	Allergic Rhinitis	58	0.610526	1014673	20610	Cetirizine	DOID:4481	allergic rhinitis
147016	Cetirizine HCl 1 MG/ML Oral Syrup	278350	Eczema	3	0.103448	1014673	20610	Cetirizine	DOID:2723	eczema
147058	RisperiDONE 2 MG Oral Tablet	76232	Paranoid Schizophrenia	5	0.833333	312831	35636	Risperidone	DOID:1229	paranoid schizophrenia
147058	RisperiDONE 2 MG Oral Tablet	76272	Schizoaffective Disorder	6	0.75	312831	35636	Risperidone	DOID:5418	schizoaffective disorder
147058	RisperiDONE 2 MG Oral Tablet	76307	Bipolar Disorder	2	0.666667	312831	35636	Risperidone	DOID:3312	bipolar disorder
147058	RisperiDONE 2 MG Oral Tablet	76536	Generalized Anxiety Disorder	2	0.285714	312831	35636	Risperidone	DOID:14320	generalized anxiety disorder
147356	LamoTRIgine 200 MG Oral Tablet	76307	Bipolar Disorder	3	0.3	198429	28439	lamotrigine	DOID:3312	bipolar disorder
147377	LamoTRIgine 100 MG Oral Tablet	76307	Bipolar Disorder	6	0.428571	198427	28439	lamotrigine	DOID:3312	bipolar disorder
147377	LamoTRIgine 100 MG Oral Tablet	252543	Encephalopathy	2	0.285714	198427	28439	lamotrigine	DOID:936	encephalopathy
147377	LamoTRIgine 100 MG Oral Tablet	297231	Epilepsy	4	0.5	198427	28439	lamotrigine	DOID:1826	epilepsy
147411	LamoTRIgine 25 MG Oral Tablet	76307	Bipolar Disorder	4	0.5	282401	28439	lamotrigine	DOID:3312	bipolar disorder
147411	LamoTRIgine 25 MG Oral Tablet	297231	Epilepsy	6	0.5	282401	28439	lamotrigine	DOID:1826	epilepsy
147420	LamoTRIgine 150 MG Oral Tablet	76307	Bipolar Disorder	3	0.428571	198428	28439	lamotrigine	DOID:3312	bipolar disorder
147420	LamoTRIgine 150 MG Oral Tablet	297231	Epilepsy	2	0.5	198428	28439	lamotrigine	DOID:1826	epilepsy
147530	Eplerenone 50 MG Oral Tablet	63217	Congestive Heart Failure	2	0.666667	351257	298869	eplerenone	DOID:6000	congestive heart failure
147530	Eplerenone 50 MG Oral Tablet	63467	Hypertension	4	0.666667	351257	298869	eplerenone	DOID:10763	hypertension
147544	Eplerenone 25 MG Oral Tablet	62975	Coronary Artery Disease	2	0.25	351256	298869	eplerenone	DOID:3393	coronary artery disease
147544	Eplerenone 25 MG Oral Tablet	63217	Congestive Heart Failure	3	0.375	351256	298869	eplerenone	DOID:6000	congestive heart failure
147552	Omeprazole 40 MG Oral Capsule Delayed Release	64579	Gastroenteritis	3	0.3	200329	7646	Omeprazole	DOID:2326	gastroenteritis
147552	Omeprazole 40 MG Oral Capsule Delayed Release	64678	Esophagitis	4	1	200329	7646	Omeprazole	DOID:11963	esophagitis
147552	Omeprazole 40 MG Oral Capsule Delayed Release	64762	Dyspepsia	4	0.5	200329	7646	Omeprazole	DOID:2321	dyspepsia
147552	Omeprazole 40 MG Oral Capsule Delayed Release	64763	Gastritis	22	0.488889	200329	7646	Omeprazole	DOID:4029	gastritis
147552	Omeprazole 40 MG Oral Capsule Delayed Release	64826	Gastric Ulcer	2	0.222222	200329	7646	Omeprazole	DOID:10808	gastric ulcer
147552	Omeprazole 40 MG Oral Capsule Delayed Release	65286	Cirrhosis	2	0.25	200329	7646	Omeprazole	DOID:5082	Cirrhosis
147552	Omeprazole 40 MG Oral Capsule Delayed Release	70455	Rheumatoid Arthritis	6	0.272727	200329	7646	Omeprazole	DOID:7148	rheumatoid arthritis
147552	Omeprazole 40 MG Oral Capsule Delayed Release	70475	Scleroderma	6	0.285714	200329	7646	Omeprazole	DOID:418	Scleroderma
147552	Omeprazole 40 MG Oral Capsule Delayed Release	70475	Scleroderma	6	0.285714	200329	7646	Omeprazole	DOID:419	scleroderma
147552	Omeprazole 40 MG Oral Capsule Delayed Release	70476	CREST Syndrome	2	0.5	200329	7646	Omeprazole	DOID:0060218	CREST syndrome
147552	Omeprazole 40 MG Oral Capsule Delayed Release	70706	Ankylosing Spondylitis	3	0.75	200329	7646	Omeprazole	DOID:7147	ankylosing spondylitis
147552	Omeprazole 40 MG Oral Capsule Delayed Release	282704	Acute Gastritis	4	0.4	200329	7646	Omeprazole	DOID:4029	acute Gastritis
147553	Divalproex Sodium 125 MG Oral Tablet Delayed Release	251600	Dementia	8	0.727273	1099625	40254	Valproate	DOID:1307	dementia
147553	Divalproex Sodium 125 MG Oral Tablet Delayed Release	297231	Epilepsy	2	1	1099625	40254	Valproate	DOID:1826	epilepsy
147563	Divalproex Sodium 250 MG Oral Tablet Delayed Release	75020	Alzheimer's Disease	2	0.333333	1099678	40254	Valproate	DOID:10652	Alzheimer's disease
147563	Divalproex Sodium 250 MG Oral Tablet Delayed Release	75125	Multiple Sclerosis	2	0.285714	1099678	40254	Valproate	DOID:2377	multiple sclerosis
147563	Divalproex Sodium 250 MG Oral Tablet Delayed Release	76272	Schizoaffective Disorder	2	1	1099678	40254	Valproate	DOID:5418	schizoaffective disorder
147563	Divalproex Sodium 250 MG Oral Tablet Delayed Release	76307	Bipolar Disorder	4	0.5	1099678	40254	Valproate	DOID:3312	bipolar disorder
147563	Divalproex Sodium 250 MG Oral Tablet Delayed Release	251600	Dementia	3	0.333333	1099678	40254	Valproate	DOID:1307	dementia
147566	Divalproex Sodium 500 MG Oral Tablet Delayed Release	76213	Schizophrenia	3	0.75	1099870	40254	Valproate	DOID:5419	schizophrenia
147566	Divalproex Sodium 500 MG Oral Tablet Delayed Release	76232	Paranoid Schizophrenia	2	1	1099870	40254	Valproate	DOID:1229	paranoid schizophrenia
147566	Divalproex Sodium 500 MG Oral Tablet Delayed Release	76272	Schizoaffective Disorder	3	1	1099870	40254	Valproate	DOID:5418	schizoaffective disorder
148181	Galantamine Hydrobromide 4 MG Oral Tablet	75020	Alzheimer's Disease	4	0.8	310436	4637	Galantamine	DOID:10652	Alzheimer's disease
148226	Galantamine Hydrobromide 8 MG Oral Tablet	251600	Dementia	2	1	310437	4637	Galantamine	DOID:1307	dementia
148659	Keppra XR 500 MG Oral Tablet Extended Release 24 Hour	297231	Epilepsy	6	0.666667	807834	114477	Levetiracetam	DOID:1826	epilepsy
148834	Polyethylene Glycol 3350-GRX Oral Powder	166777	Constipation	2	1	876193	221147	POLYETHYLENE GLYCOL 3350	DOID:2089	constipation
149048	Forteo 600 MCG/2.4ML Subcutaneous Solution	69341	Osteoporosis	19	0.904762	1435117	32915	Teriparatide	DOID:11476	osteoporosis
149193	Omnitrope 10 MG/1.5ML Subcutaneous Solution	69214	Hypopituitarism	2	1	854302	61148	Somatropin	DOID:9406	hypopituitarism
149360	Galantamine Hydrobromide 16 MG Oral Capsule Extended Release 24 Hour	75020	Alzheimer's Disease	3	0.375	860695	4637	Galantamine	DOID:10652	Alzheimer's disease
149360	Galantamine Hydrobromide 16 MG Oral Capsule Extended Release 24 Hour	75032	Vascular Dementia	5	0.833333	860695	4637	Galantamine	DOID:8725	vascular dementia
149360	Galantamine Hydrobromide 16 MG Oral Capsule Extended Release 24 Hour	275500	Cognitive Disorder	2	1	860695	4637	Galantamine	DOID:1561	cognitive disorder
149418	Prezista 400 MG Oral Tablet	76835	HIV Infection	13	0.764706	824876	460132	darunavir	DOID:526	HIV infection
149574	PrednisoLONE Sodium Phosphate 6.7 (5 Base) MG/5ML Oral Solution	69464	Congenital Adrenal Hyperplasia	5	1	312614	8638	prednisolone	DOID:0050811	congenital adrenal hyperplasia
149762	LevETIRAcetam 250 MG Oral Tablet	297231	Epilepsy	3	0.6	311288	114477	Levetiracetam	DOID:1826	epilepsy
149785	LevETIRAcetam 500 MG Oral Tablet	297231	Epilepsy	10	0.454545	311289	114477	Levetiracetam	DOID:1826	epilepsy
149934	Budesonide 0.25 MG/2ML Inhalation Suspension	64181	Asthma	2	0.25	349094	19831	Budesonide	DOID:2841	asthma
149946	Budesonide 0.5 MG/2ML Inhalation Suspension	62586	Chronic Maxillary Sinusitis	3	0.130435	351109	19831	Budesonide	DOID:10792	chronic maxillary sinusitis
149946	Budesonide 0.5 MG/2ML Inhalation Suspension	62587	Chronic Frontal Sinusitis	5	0.2	351109	19831	Budesonide	DOID:10790	chronic frontal sinusitis
149946	Budesonide 0.5 MG/2ML Inhalation Suspension	62588	Chronic Ethmoidal Sinusitis	19	0.703704	351109	19831	Budesonide	DOID:9312	chronic ethmoidal sinusitis
149946	Budesonide 0.5 MG/2ML Inhalation Suspension	64181	Asthma	5	0.151515	351109	19831	Budesonide	DOID:2841	asthma
149946	Budesonide 0.5 MG/2ML Inhalation Suspension	64205	Chronic Obstructive Pulmonary Disease	2	0.285714	351109	19831	Budesonide	DOID:3083	chronic obstructive pulmonary disease
149946	Budesonide 0.5 MG/2ML Inhalation Suspension	289126	Eosinophilic Esophagitis	3	1	351109	19831	Budesonide	DOID:13922	eosinophilic esophagitis
149948	Requip XL 12 MG Oral Tablet Extended Release 24 Hour	75080	Parkinson's Disease	6	0.857143	824961	72302	ropinirole	DOID:14330	Parkinson's disease
150017	Stavudine 20 MG Oral Capsule	76835	HIV Infection	2	1	313108	59763	Stavudine	DOID:526	HIV infection
150019	Stavudine 40 MG Oral Capsule	76835	HIV Infection	4	0.8	313110	59763	Stavudine	DOID:526	HIV infection
150024	Calcitonin (Salmon) 200 UNIT/ACT Nasal Solution	69341	Osteoporosis	8	0.727273	313919	36118	salmon calcitonin	DOID:11476	osteoporosis
150031	Trilipix 135 MG Oral Capsule Delayed Release	291485	Dyslipidemia	4	0.285714	828377	8703	Fenofibrate	DOID:3146	dyslipidemia
150034	Claritin 10 MG Oral Capsule	62598	Allergic Rhinitis	45	0.5625	836338	28889	Loratadine	DOID:4481	allergic rhinitis
150092	Flovent Diskus 100 MCG/BLIST Inhalation Aerosol Powder Breath Activated	64181	Asthma	3	0.5	896023	41126	fluticasone	DOID:2841	asthma
150127	SEROquel XR 50 MG Oral Tablet Extended Release 24 Hour	76389	Atypical Depressive Disorder	2	1	853202	51272	quetiapine	DOID:12294	atypical depressive disorder
150128	SEROquel XR 150 MG Oral Tablet Extended Release 24 Hour	76307	Bipolar Disorder	2	0.4	895671	51272	quetiapine	DOID:3312	bipolar disorder
150159	Banzel 400 MG Oral Tablet	288823	Lennox-Gastaut Syndrome	2	0.285714	824303	69036	rufinamide	DOID:0050561	Lennox-Gastaut syndrome
150159	Banzel 400 MG Oral Tablet	297231	Epilepsy	2	1	824303	69036	rufinamide	DOID:1826	epilepsy
150160	LevETIRAcetam 1000 MG Oral Tablet	297231	Epilepsy	4	0.8	387003	114477	Levetiracetam	DOID:1826	epilepsy
150161	LevETIRAcetam 100 MG/ML Oral Solution	297231	Epilepsy	10	0.666667	403884	114477	Levetiracetam	DOID:1826	epilepsy
151078	Divalproex Sodium 125 MG Oral Capsule Sprinkle	251600	Dementia	4	0.8	1099596	40254	Valproate	DOID:1307	dementia
151078	Divalproex Sodium 125 MG Oral Capsule Sprinkle	297231	Epilepsy	2	0.666667	1099596	40254	Valproate	DOID:1826	epilepsy
151153	Divalproex Sodium 500 MG Oral Tablet Extended Release 24 Hour	75032	Vascular Dementia	2	1	1099569	40254	Valproate	DOID:8725	vascular dementia
151153	Divalproex Sodium 500 MG Oral Tablet Extended Release 24 Hour	76213	Schizophrenia	3	0.5	1099569	40254	Valproate	DOID:5419	schizophrenia
151153	Divalproex Sodium 500 MG Oral Tablet Extended Release 24 Hour	76232	Paranoid Schizophrenia	10	1	1099569	40254	Valproate	DOID:1229	paranoid schizophrenia
151153	Divalproex Sodium 500 MG Oral Tablet Extended Release 24 Hour	76272	Schizoaffective Disorder	7	0.7	1099569	40254	Valproate	DOID:5418	schizoaffective disorder
151153	Divalproex Sodium 500 MG Oral Tablet Extended Release 24 Hour	76307	Bipolar Disorder	6	0.333333	1099569	40254	Valproate	DOID:3312	bipolar disorder
151153	Divalproex Sodium 500 MG Oral Tablet Extended Release 24 Hour	297231	Epilepsy	2	0.4	1099569	40254	Valproate	DOID:1826	epilepsy
151165	Divalproex Sodium 250 MG Oral Tablet Extended Release 24 Hour	76307	Bipolar Disorder	3	0.6	1099563	40254	Valproate	DOID:3312	bipolar disorder
151317	Cetirizine HCl Childrens 5 MG/5ML Oral Solution	62598	Allergic Rhinitis	10	0.714286	1014673	20610	Cetirizine	DOID:4481	allergic rhinitis
151320	Uloric 40 MG Oral Tablet	70384	Gout	11	0.6875	834239	73689	febuxostat	DOID:13189	gout
151323	Uloric 80 MG Oral Tablet	70384	Gout	3	0.6	834243	73689	febuxostat	DOID:13189	gout
151446	Vimpat 100 MG Oral Tablet	297231	Epilepsy	2	0.666667	809990	623400	lacosamide	DOID:1826	epilepsy
151461	Vimpat 50 MG Oral Tablet	297231	Epilepsy	4	0.8	810002	623400	lacosamide	DOID:1826	epilepsy
151491	Pulmicort Flexhaler 180 MCG/ACT Inhalation Aerosol Powder Breath Activated	64181	Asthma	5	0.454545	966524	19831	Budesonide	DOID:2841	asthma
151517	Synvisc One 8 MG/ML Intra-articular Injectable	70146	Osteoarthritis	2	1	1245424	284637	HYLAN G-F 20	DOID:8398	osteoarthritis
151518	Pulmicort Flexhaler 90 MCG/ACT Inhalation Aerosol Powder Breath Activated	64118	Acute Bronchitis	6	1	966529	19831	Budesonide	DOID:6132	acute Bronchitis
151518	Pulmicort Flexhaler 90 MCG/ACT Inhalation Aerosol Powder Breath Activated	64181	Asthma	8	0.571429	966529	19831	Budesonide	DOID:2841	asthma
151542	Liothyronine Sodium 5 MCG Oral Tablet	69258	Hypothyroidism	24	0.648649	903456	10814	Triiodothyronine	DOID:1459	hypothyroidism
151551	Liothyronine Sodium 25 MCG Oral Tablet	69258	Hypothyroidism	3	0.6	903697	10814	Triiodothyronine	DOID:1459	hypothyroidism
151606	Topiramate 100 MG Oral Tablet	297231	Epilepsy	3	0.428571	199889	38404	topiramate	DOID:1826	epilepsy
151608	Afinitor 5 MG Oral Tablet	80847	Renal Cell Carcinoma	4	0.666667	845518	141704	everolimus	DOID:4450	renal cell carcinoma
151608	Afinitor 5 MG Oral Tablet	181372	Renal Carcinoma	3	0.75	845518	141704	everolimus	DOID:4451	renal carcinoma
151619	Topiramate 25 MG Oral Tablet	76272	Schizoaffective Disorder	3	0.6	199888	38404	topiramate	DOID:5418	schizoaffective disorder
151619	Topiramate 25 MG Oral Tablet	275592	Post-traumatic Stress Disorder	3	0.5	199888	38404	topiramate	DOID:2055	post-traumatic stress disorder
151619	Topiramate 25 MG Oral Tablet	297231	Epilepsy	3	0.3	199888	38404	topiramate	DOID:1826	epilepsy
151620	Topiramate 50 MG Oral Tablet	68106	Morbid Obesity	2	0.333333	151226	38404	topiramate	DOID:11981	morbid obesity
151620	Topiramate 50 MG Oral Tablet	275592	Post-traumatic Stress Disorder	3	0.75	151226	38404	topiramate	DOID:2055	post-traumatic stress disorder
151630	Afinitor 10 MG Oral Tablet	80847	Renal Cell Carcinoma	4	0.571429	845512	141704	everolimus	DOID:4450	renal cell carcinoma
151630	Afinitor 10 MG Oral Tablet	181372	Renal Carcinoma	2	1	845512	141704	everolimus	DOID:4451	renal carcinoma
151630	Afinitor 10 MG Oral Tablet	260898	Kidney Cancer	2	0.5	845512	141704	everolimus	DOID:263	kidney cancer
151703	Benadryl Allergy Childrens 12.5 MG Oral Tablet Chewable	278350	Eczema	2	0.5	1049901	3498	Diphenhydramine	DOID:2723	eczema
151778	PrednisoLONE 15 MG/5ML Oral Solution	62598	Allergic Rhinitis	5	0.277778	283077	8638	prednisolone	DOID:4481	allergic rhinitis
151778	PrednisoLONE 15 MG/5ML Oral Solution	64181	Asthma	8	0.333333	283077	8638	prednisolone	DOID:2841	asthma
151778	PrednisoLONE 15 MG/5ML Oral Solution	65674	Nephrotic Syndrome	3	1	283077	8638	prednisolone	DOID:1184	nephrotic syndrome
151778	PrednisoLONE 15 MG/5ML Oral Solution	69464	Congenital Adrenal Hyperplasia	2	0.666667	283077	8638	prednisolone	DOID:0050811	congenital adrenal hyperplasia
151957	Topiramate 15 MG Oral Capsule Sprinkle	297231	Epilepsy	2	0.5	205316	38404	topiramate	DOID:1826	epilepsy
152018	Savella 50 MG Oral Tablet	288977	Fibromyalgia	14	0.636364	833146	588250	milnacipran	DOID:631	fibromyalgia
152026	Savella 25 MG Oral Tablet	288977	Fibromyalgia	6	1	833149	588250	milnacipran	DOID:631	fibromyalgia
152092	Simponi 50 MG/0.5ML Subcutaneous Solution	70455	Rheumatoid Arthritis	11	0.733333	848164	819300	golimumab	DOID:7148	rheumatoid arthritis
152092	Simponi 50 MG/0.5ML Subcutaneous Solution	70706	Ankylosing Spondylitis	15	0.9375	848164	819300	golimumab	DOID:7147	ankylosing spondylitis
152094	Requip XL 6 MG Oral Tablet Extended Release 24 Hour	75054	Restless Legs Syndrome	3	0.75	848584	72302	ropinirole	DOID:0050425	restless legs syndrome
152094	Requip XL 6 MG Oral Tablet Extended Release 24 Hour	75080	Parkinson's Disease	4	0.444444	848584	72302	ropinirole	DOID:14330	Parkinson's disease
152095	Nuvigil 150 MG Oral Tablet	75125	Multiple Sclerosis	16	0.551724	805659	641465	armodafinil	DOID:2377	multiple sclerosis
152095	Nuvigil 150 MG Oral Tablet	75813	Chronic Fatigue Syndrome	2	0.285714	805659	641465	armodafinil	DOID:8544	chronic fatigue syndrome
152095	Nuvigil 150 MG Oral Tablet	76409	Narcolepsy	5	1	805659	641465	armodafinil	DOID:8986	narcolepsy
152095	Nuvigil 150 MG Oral Tablet	173466	Obstructive Sleep Apnea	4	0.307692	805659	641465	armodafinil	DOID:0050848	obstructive sleep apnea
152122	Nuvigil 250 MG Oral Tablet	75080	Parkinson's Disease	2	0.666667	805661	641465	armodafinil	DOID:14330	Parkinson's disease
152122	Nuvigil 250 MG Oral Tablet	76409	Narcolepsy	3	0.6	805661	641465	armodafinil	DOID:8986	narcolepsy
152122	Nuvigil 250 MG Oral Tablet	173466	Obstructive Sleep Apnea	3	0.375	805661	641465	armodafinil	DOID:0050848	obstructive sleep apnea
152224	Mycophenolate Mofetil 250 MG Oral Capsule	70475	Scleroderma	3	0.75	199058	68149	mycophenolate mofetil	DOID:418	Scleroderma
152224	Mycophenolate Mofetil 250 MG Oral Capsule	70475	Scleroderma	3	0.75	199058	68149	mycophenolate mofetil	DOID:419	scleroderma
152224	Mycophenolate Mofetil 250 MG Oral Capsule	288804	Encephalitis	2	1	199058	68149	mycophenolate mofetil	DOID:9588	encephalitis
152251	Mycophenolate Mofetil 500 MG Oral Tablet	34588	Proteinuria	4	0.166667	200060	68149	mycophenolate mofetil	DOID:576	proteinuria
152251	Mycophenolate Mofetil 500 MG Oral Tablet	65674	Nephrotic Syndrome	4	0.571429	200060	68149	mycophenolate mofetil	DOID:1184	nephrotic syndrome
152251	Mycophenolate Mofetil 500 MG Oral Tablet	70472	Systemic Lupus Erythematosus	40	0.754717	200060	68149	mycophenolate mofetil	DOID:9074	systemic lupus erythematosus
152251	Mycophenolate Mofetil 500 MG Oral Tablet	70475	Scleroderma	11	0.733333	200060	68149	mycophenolate mofetil	DOID:418	Scleroderma
152251	Mycophenolate Mofetil 500 MG Oral Tablet	70475	Scleroderma	11	0.733333	200060	68149	mycophenolate mofetil	DOID:419	scleroderma
152251	Mycophenolate Mofetil 500 MG Oral Tablet	70478	Sjogren's Syndrome	2	0.333333	200060	68149	mycophenolate mofetil	DOID:12894	Sjogren's syndrome
152251	Mycophenolate Mofetil 500 MG Oral Tablet	70640	Wegener's Granulomatosis	4	1	200060	68149	mycophenolate mofetil	DOID:12132	Wegener's granulomatosis
152371	LaMICtal ODT 100 MG Oral Tablet Dispersible	297231	Epilepsy	2	0.666667	849049	28439	lamotrigine	DOID:1826	epilepsy
152383	Asacol HD 800 MG Oral Tablet Delayed Release	65041	Ulcerative Colitis	2	0.666667	849383	52582	mesalamine	DOID:8577	ulcerative colitis
152386	LaMICtal ODT 25 MG Oral Tablet Dispersible	297231	Epilepsy	3	0.75	849051	28439	lamotrigine	DOID:1826	epilepsy
152412	Cimzia 2 X 200 MG/ML Subcutaneous Kit	70455	Rheumatoid Arthritis	4	1	849599	709271	certolizumab pegol	DOID:7148	rheumatoid arthritis
152429	Ursodiol 500 MG Oral Tablet	65292	Primary Biliary Cirrhosis	2	0.5	858733	62427	Ursodeoxycholate	DOID:12236	primary biliary cirrhosis
152429	Ursodiol 500 MG Oral Tablet	70475	Scleroderma	2	0.5	858733	62427	Ursodeoxycholate	DOID:418	Scleroderma
152429	Ursodiol 500 MG Oral Tablet	70475	Scleroderma	2	0.5	858733	62427	Ursodeoxycholate	DOID:419	scleroderma
152650	LaMICtal XR 100 MG Oral Tablet Extended Release 24 Hour	297231	Epilepsy	3	0.75	900145	28439	lamotrigine	DOID:1826	epilepsy
152663	Cetraxal 0.2 % Otic Solution	62322	Otitis Externa	2	1	848960	2551	Ciprofloxacin	DOID:9463	otitis externa
153075	Benzoyl Peroxide Wash 7 % External Liquid	69606	Acne	2	1	845988	1418	Benzoyl Peroxide	DOID:6543	acne
153077	Adcirca 20 MG Oral Tablet	63484	Pulmonary Hypertension	9	0.75	849866	358263	tadalafil	DOID:6432	pulmonary hypertension
153077	Adcirca 20 MG Oral Tablet	64205	Chronic Obstructive Pulmonary Disease	2	0.4	849866	358263	tadalafil	DOID:3083	chronic obstructive pulmonary disease
153077	Adcirca 20 MG Oral Tablet	70475	Scleroderma	2	0.5	849866	358263	tadalafil	DOID:418	Scleroderma
153077	Adcirca 20 MG Oral Tablet	70475	Scleroderma	2	0.5	849866	358263	tadalafil	DOID:419	scleroderma
153126	Multaq 400 MG Oral Tablet	62916	Atrial Fibrillation	16	0.372093	854859	233698	dronedarone	DOID:0060224	atrial fibrillation
153132	Bicalutamide 50 MG Oral Tablet	278812	Prostate Cancer	32	0.727273	199123	83008	bicalutamide	DOID:10283	prostate cancer
153161	Effient 10 MG Oral Tablet	62975	Coronary Artery Disease	9	0.391304	855816	613391	prasugrel	DOID:3393	coronary artery disease
