drug	disease	CSH	AJG	PK	CSH_notes	AJG_notes	PK_notes	drug_url	disease_url	tie
Sibutramine	obesity	DM	DM		Pilot classification: disease-modifying; Pilot notes: enhances satiety via CNS			http://www.drugbank.ca/drugs/DB01105	http://www.disease-ontology.org/term/DOID%3A9970	False
Sildenafil	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00203	http://www.disease-ontology.org/term/DOID%3A2377	False
Sildenafil	systemic scleroderma	SYM	SYM					http://www.drugbank.ca/drugs/DB00203	http://www.disease-ontology.org/term/DOID%3A418	False
Simvastatin	atherosclerosis	DM	DM					http://www.drugbank.ca/drugs/DB00641	http://www.disease-ontology.org/term/DOID%3A1936	False
Simvastatin	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB00641	http://www.disease-ontology.org/term/DOID%3A3393	False
Simvastatin	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB00641	http://www.disease-ontology.org/term/DOID%3A10763	False
Simvastatin	type 2 diabetes mellitus	NOT	NOT			HOWEVER WORSENS DISEASE OR CREATES RISK OF DISEASE		http://www.drugbank.ca/drugs/DB00641	http://www.disease-ontology.org/term/DOID%3A9352	False
Sitagliptin	type 2 diabetes mellitus	DM	DM					http://www.drugbank.ca/drugs/DB01261	http://www.disease-ontology.org/term/DOID%3A9352	False
Sorafenib	kidney cancer	DM	DM					http://www.drugbank.ca/drugs/DB00398	http://www.disease-ontology.org/term/DOID%3A263	False
Sorafenib	liver cancer	DM	DM					http://www.drugbank.ca/drugs/DB00398	http://www.disease-ontology.org/term/DOID%3A3571	False
Sorafenib	thyroid cancer	DM	DM					http://www.drugbank.ca/drugs/DB00398	http://www.disease-ontology.org/term/DOID%3A1781	False
Spironolactone	epilepsy syndrome	NOT	NOT					http://www.drugbank.ca/drugs/DB00421	http://www.disease-ontology.org/term/DOID%3A1826	False
Stavudine	acquired immunodeficiency syndrome	DM	DM					http://www.drugbank.ca/drugs/DB00649	http://www.disease-ontology.org/term/DOID%3A635	False
Sucralfate	hypertension	NOT	NOT			SIDE EFFECT		http://www.drugbank.ca/drugs/DB00364	http://www.disease-ontology.org/term/DOID%3A10763	False
Sulfasalazine	Crohn's disease	DM	DM					http://www.drugbank.ca/drugs/DB00795	http://www.disease-ontology.org/term/DOID%3A8778	False
Sulfasalazine	ankylosing spondylitis	DM	DM					http://www.drugbank.ca/drugs/DB00795	http://www.disease-ontology.org/term/DOID%3A7147	False
Sulfasalazine	epilepsy syndrome	NOT	NOT					http://www.drugbank.ca/drugs/DB00795	http://www.disease-ontology.org/term/DOID%3A1826	False
Sulfasalazine	rheumatoid arthritis	DM	DM					http://www.drugbank.ca/drugs/DB00795	http://www.disease-ontology.org/term/DOID%3A7148	False
Sulfasalazine	ulcerative colitis	DM	DM					http://www.drugbank.ca/drugs/DB00795	http://www.disease-ontology.org/term/DOID%3A8577	False
Sulindac	osteoarthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00605	http://www.disease-ontology.org/term/DOID%3A8398	False
Sumatriptan	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00669	http://www.disease-ontology.org/term/DOID%3A6364	False
Sunitinib	kidney cancer	DM	DM					http://www.drugbank.ca/drugs/DB01268	http://www.disease-ontology.org/term/DOID%3A263	False
Sunitinib	pancreatic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01268	http://www.disease-ontology.org/term/DOID%3A1793	False
Tacrolimus	atopic dermatitis	DM	DM					http://www.drugbank.ca/drugs/DB00864	http://www.disease-ontology.org/term/DOID%3A3310	False
Tadalafil	hypertension	DM	DM		pulm htn			http://www.drugbank.ca/drugs/DB00820	http://www.disease-ontology.org/term/DOID%3A10763	False
Tamoxifen	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00675	http://www.disease-ontology.org/term/DOID%3A1612	False
Tamsulosin	prostate cancer	SYM	SYM					http://www.drugbank.ca/drugs/DB00706	http://www.disease-ontology.org/term/DOID%3A10283	False
Tazarotene	psoriasis	DM	DM			Plaque psoriasis		http://www.drugbank.ca/drugs/DB00799	http://www.disease-ontology.org/term/DOID%3A8893	False
Telbivudine	hepatitis B	DM	DM					http://www.drugbank.ca/drugs/DB01265	http://www.disease-ontology.org/term/DOID%3A2043	False
Telmisartan	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB00966	http://www.disease-ontology.org/term/DOID%3A3393	False
Telmisartan	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00966	http://www.disease-ontology.org/term/DOID%3A10763	False
Temozolomide	brain cancer	DM	DM					http://www.drugbank.ca/drugs/DB00853	http://www.disease-ontology.org/term/DOID%3A1319	False
Temozolomide	malignant glioma	DM	DM					http://www.drugbank.ca/drugs/DB00853	http://www.disease-ontology.org/term/DOID%3A3070	False
Temozolomide	skin cancer	NOT	NOT		in research			http://www.drugbank.ca/drugs/DB00853	http://www.disease-ontology.org/term/DOID%3A4159	False
Temsirolimus	kidney cancer	DM	DM					http://www.drugbank.ca/drugs/DB06287	http://www.disease-ontology.org/term/DOID%3A263	False
Teniposide	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00444	http://www.disease-ontology.org/term/DOID%3A2531	False
Teniposide	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB00444	http://www.disease-ontology.org/term/DOID%3A1324	False
Teniposide	lymphatic system cancer	DM	DM					http://www.drugbank.ca/drugs/DB00444	http://www.disease-ontology.org/term/DOID%3A0060073	False
Thalidomide	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01041	http://www.disease-ontology.org/term/DOID%3A2531	False
Thiotepa	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB04572	http://www.disease-ontology.org/term/DOID%3A1612	False
Thiotepa	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB04572	http://www.disease-ontology.org/term/DOID%3A2531	False
Thiotepa	sarcoma	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB04572	http://www.disease-ontology.org/term/DOID%3A1115	False
Thiotepa	urinary bladder cancer	DM	DM					http://www.drugbank.ca/drugs/DB04572	http://www.disease-ontology.org/term/DOID%3A11054	False
Thiothixene	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB01623	http://www.disease-ontology.org/term/DOID%3A5419	False
Tiagabine	epilepsy syndrome	NOT	NOT		can induce sz			http://www.drugbank.ca/drugs/DB00906	http://www.disease-ontology.org/term/DOID%3A1826	False
Ticagrelor	coronary artery disease	DM	DM			ACUTE CORONARY SYNDROME		http://www.drugbank.ca/drugs/DB08816	http://www.disease-ontology.org/term/DOID%3A3393	False
Tiludronate	Paget's disease of bone	DM	DM					http://www.drugbank.ca/drugs/DB01133	http://www.disease-ontology.org/term/DOID%3A5408	False
Timolol	glaucoma	DM	DM					http://www.drugbank.ca/drugs/DB00373	http://www.disease-ontology.org/term/DOID%3A1686	False
Timolol	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00373	http://www.disease-ontology.org/term/DOID%3A6364	False
Tioguanine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00352	http://www.disease-ontology.org/term/DOID%3A2531	False
Tirofiban	coronary artery disease	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB00775	http://www.disease-ontology.org/term/DOID%3A3393	False
Tizanidine	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00697	http://www.disease-ontology.org/term/DOID%3A6364	False
Tizanidine	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00697	http://www.disease-ontology.org/term/DOID%3A2377	False
Tolazoline	atherosclerosis	NOT	NOT					http://www.drugbank.ca/drugs/DB00797	http://www.disease-ontology.org/term/DOID%3A1936	False
Tolcapone	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00323	http://www.disease-ontology.org/term/DOID%3A14330	False
Topiramate	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00273	http://www.disease-ontology.org/term/DOID%3A3312	False
Topiramate	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00273	http://www.disease-ontology.org/term/DOID%3A1826	False
Topiramate	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00273	http://www.disease-ontology.org/term/DOID%3A6364	False
Topiramate	obesity	DM	DM					http://www.drugbank.ca/drugs/DB00273	http://www.disease-ontology.org/term/DOID%3A9970	False
Topotecan	cervical cancer	DM	DM					http://www.drugbank.ca/drugs/DB01030	http://www.disease-ontology.org/term/DOID%3A4362	False
Topotecan	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB01030	http://www.disease-ontology.org/term/DOID%3A1324	False
Topotecan	ovarian cancer	DM	DM					http://www.drugbank.ca/drugs/DB01030	http://www.disease-ontology.org/term/DOID%3A2394	False
Topotecan	peripheral nervous system neoplasm	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB01030	http://www.disease-ontology.org/term/DOID%3A1192	False
Torasemide	chronic kidney failure	SYM	SYM					http://www.drugbank.ca/drugs/DB00214	http://www.disease-ontology.org/term/DOID%3A784	False
Toremifene	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00539	http://www.disease-ontology.org/term/DOID%3A1612	False
Tramadol	restless legs syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00193	http://www.disease-ontology.org/term/DOID%3A0050425	False
Trandolapril	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00519	http://www.disease-ontology.org/term/DOID%3A10763	False
Travoprost	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB00287	http://www.disease-ontology.org/term/DOID%3A10763	False
Trazodone	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00656	http://www.disease-ontology.org/term/DOID%3A3312	False
Trazodone	endogenous depression	SYM	SYM					http://www.drugbank.ca/drugs/DB00656	http://www.disease-ontology.org/term/DOID%3A1595	False
Treprostinil	rheumatoid arthritis	NOT	NOT					http://www.drugbank.ca/drugs/DB00374	http://www.disease-ontology.org/term/DOID%3A7148	False
Tretinoin	peripheral nervous system neoplasm	NOT	NOT					http://www.drugbank.ca/drugs/DB00755	http://www.disease-ontology.org/term/DOID%3A1192	False
Triamcinolone	alopecia areata	DM	DM					http://www.drugbank.ca/drugs/DB00620	http://www.disease-ontology.org/term/DOID%3A986	False
Triamcinolone	anemia	NOT	NOT					http://www.drugbank.ca/drugs/DB00620	http://www.disease-ontology.org/term/DOID%3A2355	False
Triamcinolone	atopic dermatitis	DM	DM					http://www.drugbank.ca/drugs/DB00620	http://www.disease-ontology.org/term/DOID%3A3310	False
Triamcinolone	epilepsy syndrome	NOT	NOT					http://www.drugbank.ca/drugs/DB00620	http://www.disease-ontology.org/term/DOID%3A1826	False
Triamcinolone	hematologic cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00620	http://www.disease-ontology.org/term/DOID%3A2531	False
Triamcinolone	multiple sclerosis	NOT	NOT					http://www.drugbank.ca/drugs/DB00620	http://www.disease-ontology.org/term/DOID%3A2377	False
Trifluoperazine	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB00831	http://www.disease-ontology.org/term/DOID%3A5419	False
Trihexyphenidyl	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00376	http://www.disease-ontology.org/term/DOID%3A14330	False
Trimethadione	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00347	http://www.disease-ontology.org/term/DOID%3A1826	False
Trimethoprim	asthma	NOT	NOT					http://www.drugbank.ca/drugs/DB00440	http://www.disease-ontology.org/term/DOID%3A2841	False
Triprolidine	atopic dermatitis	SYM	SYM					http://www.drugbank.ca/drugs/DB00427	http://www.disease-ontology.org/term/DOID%3A3310	False
Trisalicylate-choline	psoriasis	SYM	SYM					http://www.drugbank.ca/drugs/DB01401	http://www.disease-ontology.org/term/DOID%3A8893	False
Trisalicylate-choline	rheumatoid arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB01401	http://www.disease-ontology.org/term/DOID%3A7148	False
Ursodeoxycholic acid	primary biliary cirrhosis	SYM	SYM					http://www.drugbank.ca/drugs/DB01586	http://www.disease-ontology.org/term/DOID%3A12236	False
Valproic Acid	Alzheimer's disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00313	http://www.disease-ontology.org/term/DOID%3A10652	False
Valproic Acid	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00313	http://www.disease-ontology.org/term/DOID%3A3312	False
Valproic Acid	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00313	http://www.disease-ontology.org/term/DOID%3A6364	False
Valrubicin	urinary bladder cancer	DM	DM					http://www.drugbank.ca/drugs/DB00385	http://www.disease-ontology.org/term/DOID%3A11054	False
Valsartan	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB00177	http://www.disease-ontology.org/term/DOID%3A3393	False
Valsartan	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00177	http://www.disease-ontology.org/term/DOID%3A10763	False
Valsartan	type 2 diabetes mellitus	NOT	NOT			Used to prevent complication of DM		http://www.drugbank.ca/drugs/DB00177	http://www.disease-ontology.org/term/DOID%3A9352	False
Vandetanib	thyroid cancer	DM	DM					http://www.drugbank.ca/drugs/DB05294	http://www.disease-ontology.org/term/DOID%3A1781	False
Varenicline	type 2 diabetes mellitus	NOT	NOT			Worsens disease		http://www.drugbank.ca/drugs/DB01273	http://www.disease-ontology.org/term/DOID%3A9352	False
Vemurafenib	melanoma	DM	DM					http://www.drugbank.ca/drugs/DB08881	http://www.disease-ontology.org/term/DOID%3A1909	False
Vemurafenib	skin cancer	DM	DM					http://www.drugbank.ca/drugs/DB08881	http://www.disease-ontology.org/term/DOID%3A4159	False
Venlafaxine	attention deficit hyperactivity disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00285	http://www.disease-ontology.org/term/DOID%3A1094	False
Venlafaxine	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00285	http://www.disease-ontology.org/term/DOID%3A594	False
Verapamil	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00661	http://www.disease-ontology.org/term/DOID%3A6364	False
Vigabatrin	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB01080	http://www.disease-ontology.org/term/DOID%3A1826	False
Vilazodone	endogenous depression	SYM	SYM					http://www.drugbank.ca/drugs/DB06684	http://www.disease-ontology.org/term/DOID%3A1595	False
Vinblastine	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00570	http://www.disease-ontology.org/term/DOID%3A1612	False
Vinblastine	germ cell cancer	DM	DM					http://www.drugbank.ca/drugs/DB00570	http://www.disease-ontology.org/term/DOID%3A2994	False
Vinblastine	head and neck cancer	DM	DM					http://www.drugbank.ca/drugs/DB00570	http://www.disease-ontology.org/term/DOID%3A11934	False
Vinblastine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00570	http://www.disease-ontology.org/term/DOID%3A2531	False
Vinblastine	kidney cancer	DM	DM					http://www.drugbank.ca/drugs/DB00570	http://www.disease-ontology.org/term/DOID%3A263	False
Vinblastine	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB00570	http://www.disease-ontology.org/term/DOID%3A1324	False
Vinblastine	testicular cancer	DM	DM					http://www.drugbank.ca/drugs/DB00570	http://www.disease-ontology.org/term/DOID%3A2998	False
Vincristine	colon cancer	DM	DM					http://www.drugbank.ca/drugs/DB00541	http://www.disease-ontology.org/term/DOID%3A219	False
Vincristine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00541	http://www.disease-ontology.org/term/DOID%3A2531	False
Vincristine	kidney cancer	DM	DM					http://www.drugbank.ca/drugs/DB00541	http://www.disease-ontology.org/term/DOID%3A263	False
Vincristine	lymphatic system cancer	DM	DM					http://www.drugbank.ca/drugs/DB00541	http://www.disease-ontology.org/term/DOID%3A0060073	False
Vincristine	muscle cancer	DM	DM					http://www.drugbank.ca/drugs/DB00541	http://www.disease-ontology.org/term/DOID%3A4045	False
Vincristine	sarcoma	DM	DM					http://www.drugbank.ca/drugs/DB00541	http://www.disease-ontology.org/term/DOID%3A1115	False
Vinorelbine	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00361	http://www.disease-ontology.org/term/DOID%3A1612	False
Vinorelbine	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB00361	http://www.disease-ontology.org/term/DOID%3A1324	False
Vismodegib	skin cancer	DM	DM					http://www.drugbank.ca/drugs/DB08828	http://www.disease-ontology.org/term/DOID%3A4159	False
Vitamin C	prostate cancer	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB00126	http://www.disease-ontology.org/term/DOID%3A10283	False
Vitamin E	Alzheimer's disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00163	http://www.disease-ontology.org/term/DOID%3A10652	False
Vorinostat	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB02546	http://www.disease-ontology.org/term/DOID%3A2531	False
WF10	chronic obstructive pulmonary disease	NOT	NOT		in research			http://www.drugbank.ca/drugs/DB05389	http://www.disease-ontology.org/term/DOID%3A3083	False
WF10	hypertension	NOT	NOT		in research			http://www.drugbank.ca/drugs/DB05389	http://www.disease-ontology.org/term/DOID%3A10763	False
Zafirlukast	asthma	DM	DM					http://www.drugbank.ca/drugs/DB00549	http://www.disease-ontology.org/term/DOID%3A2841	False
Zidovudine	acquired immunodeficiency syndrome	DM	DM					http://www.drugbank.ca/drugs/DB00495	http://www.disease-ontology.org/term/DOID%3A635	False
Ziprasidone	Gilles de la Tourette syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00246	http://www.disease-ontology.org/term/DOID%3A11119	False
Ziprasidone	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00246	http://www.disease-ontology.org/term/DOID%3A3312	False
Ziprasidone	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB00246	http://www.disease-ontology.org/term/DOID%3A5419	False
Zoledronate	Paget's disease of bone	DM	DM					http://www.drugbank.ca/drugs/DB00399	http://www.disease-ontology.org/term/DOID%3A5408	False
Zoledronate	osteoporosis	DM	DM					http://www.drugbank.ca/drugs/DB00399	http://www.disease-ontology.org/term/DOID%3A11476	False
Zolmitriptan	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00315	http://www.disease-ontology.org/term/DOID%3A6364	False
Zolpidem	chronic obstructive pulmonary disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00425	http://www.disease-ontology.org/term/DOID%3A3083	False
Zolpidem	rheumatoid arthritis	NOT	NOT					http://www.drugbank.ca/drugs/DB00425	http://www.disease-ontology.org/term/DOID%3A7148	False
Zolpidem	systemic scleroderma	NOT	NOT					http://www.drugbank.ca/drugs/DB00425	http://www.disease-ontology.org/term/DOID%3A418	False
Zonisamide	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00909	http://www.disease-ontology.org/term/DOID%3A1826	False
