drug	disease	CSH	AJG	PK	CSH_notes	AJG_notes	PK_notes	google	uptodate	drug_url	disease_url	tie	3-person consensus	pouya agreed with at least one person
Ropinirole	restless legs syndrome	SYM	SYM	SYM				https://www.google.com/webhp#q=Ropinirole	http://www.uptodate.com/contents/search?search=Ropinirole	http://www.drugbank.ca/drugs/DB00268	http://www.disease-ontology.org/term/DOID%3A0050425	FALSE	TRUE	TRUE
Rosuvastatin	atherosclerosis	DM	DM	DM				https://www.google.com/webhp#q=Rosuvastatin	http://www.uptodate.com/contents/search?search=Rosuvastatin	http://www.drugbank.ca/drugs/DB01098	http://www.disease-ontology.org/term/DOID%3A1936	FALSE	TRUE	TRUE
Rosuvastatin	coronary artery disease	DM	DM	DM				https://www.google.com/webhp#q=Rosuvastatin	http://www.uptodate.com/contents/search?search=Rosuvastatin	http://www.drugbank.ca/drugs/DB01098	http://www.disease-ontology.org/term/DOID%3A3393	FALSE	TRUE	TRUE
Rotigotine	Parkinson's disease	SYM	SYM	SYM				https://www.google.com/webhp#q=Rotigotine	http://www.uptodate.com/contents/search?search=Rotigotine	http://www.drugbank.ca/drugs/DB05271	http://www.disease-ontology.org/term/DOID%3A14330	FALSE	TRUE	TRUE
Rufinamide	epilepsy syndrome	SYM	SYM	DM				https://www.google.com/webhp#q=Rufinamide	http://www.uptodate.com/contents/search?search=Rufinamide	http://www.drugbank.ca/drugs/DB06201	http://www.disease-ontology.org/term/DOID%3A1826	FALSE	FALSE	FALSE
Ruxolitinib	hematologic cancer	DM	DM	DM				https://www.google.com/webhp#q=Ruxolitinib	http://www.uptodate.com/contents/search?search=Ruxolitinib	http://www.drugbank.ca/drugs/DB08877	http://www.disease-ontology.org/term/DOID%3A2531	FALSE	TRUE	TRUE
Salbutamol	allergic rhinitis	SYM	SYM	SYM			almost chose DM because of anti-inflammatory properties	https://www.google.com/webhp#q=Salbutamol	http://www.uptodate.com/contents/search?search=Salbutamol	http://www.drugbank.ca/drugs/DB01001	http://www.disease-ontology.org/term/DOID%3A4481	FALSE	TRUE	TRUE
Salbutamol	asthma	SYM	SYM	DM			see notes on asthma	https://www.google.com/webhp#q=Salbutamol	http://www.uptodate.com/contents/search?search=Salbutamol	http://www.drugbank.ca/drugs/DB01001	http://www.disease-ontology.org/term/DOID%3A2841	FALSE	FALSE	FALSE
Salbutamol	chronic obstructive pulmonary disease	SYM	SYM	DM			see notes for COPD	https://www.google.com/webhp#q=Salbutamol	http://www.uptodate.com/contents/search?search=Salbutamol	http://www.drugbank.ca/drugs/DB01001	http://www.disease-ontology.org/term/DOID%3A3083	FALSE	FALSE	FALSE
Salbutamol	hypertension	NOT	NOT	NOT				https://www.google.com/webhp#q=Salbutamol	http://www.uptodate.com/contents/search?search=Salbutamol	http://www.drugbank.ca/drugs/DB01001	http://www.disease-ontology.org/term/DOID%3A10763	FALSE	TRUE	TRUE
Salicylic acid	psoriasis	DM	DM	SYM			should agree with salicylate-sodium (active ingredient is the same)	https://www.google.com/webhp#q=Salicylic acid	http://www.uptodate.com/contents/search?search=Salicylic acid	http://www.drugbank.ca/drugs/DB00936	http://www.disease-ontology.org/term/DOID%3A8893	FALSE	FALSE	FALSE
Salsalate	rheumatoid arthritis	SYM	SYM	SYM			see notes for rheumatoid arthritis steroids	https://www.google.com/webhp#q=Salsalate	http://www.uptodate.com/contents/search?search=Salsalate	http://www.drugbank.ca/drugs/DB01399	http://www.disease-ontology.org/term/DOID%3A7148	FALSE	TRUE	TRUE
Saquinavir	acquired immunodeficiency syndrome	DM	DM	DM				https://www.google.com/webhp#q=Saquinavir	http://www.uptodate.com/contents/search?search=Saquinavir	http://www.drugbank.ca/drugs/DB01232	http://www.disease-ontology.org/term/DOID%3A635	FALSE	TRUE	TRUE
Scopolamine	Alzheimer's disease	NOT	NOT	NOT				https://www.google.com/webhp#q=Scopolamine	http://www.uptodate.com/contents/search?search=Scopolamine	http://www.drugbank.ca/drugs/DB00747	http://www.disease-ontology.org/term/DOID%3A10652	FALSE	TRUE	TRUE
Scopolamine	Parkinson's disease	NOT	NOT	NOT				https://www.google.com/webhp#q=Scopolamine	http://www.uptodate.com/contents/search?search=Scopolamine	http://www.drugbank.ca/drugs/DB00747	http://www.disease-ontology.org/term/DOID%3A14330	FALSE	TRUE	TRUE
Selegiline	Parkinson's disease	SYM	SYM	SYM				https://www.google.com/webhp#q=Selegiline	http://www.uptodate.com/contents/search?search=Selegiline	http://www.drugbank.ca/drugs/DB01037	http://www.disease-ontology.org/term/DOID%3A14330	FALSE	TRUE	TRUE
Selegiline	endogenous depression	SYM	SYM	SYM				https://www.google.com/webhp#q=Selegiline	http://www.uptodate.com/contents/search?search=Selegiline	http://www.drugbank.ca/drugs/DB01037	http://www.disease-ontology.org/term/DOID%3A1595	FALSE	TRUE	TRUE
Sertraline	Parkinson's disease	SYM	SYM	NOT			who treats parkinson's with SSRIs?	https://www.google.com/webhp#q=Sertraline	http://www.uptodate.com/contents/search?search=Sertraline	http://www.drugbank.ca/drugs/DB01104	http://www.disease-ontology.org/term/DOID%3A14330	FALSE	FALSE	FALSE
Sertraline	autistic disorder	SYM	SYM	SYM				https://www.google.com/webhp#q=Sertraline	http://www.uptodate.com/contents/search?search=Sertraline	http://www.drugbank.ca/drugs/DB01104	http://www.disease-ontology.org/term/DOID%3A12849	FALSE	TRUE	TRUE
Sertraline	endogenous depression	SYM	SYM	SYM				https://www.google.com/webhp#q=Sertraline	http://www.uptodate.com/contents/search?search=Sertraline	http://www.drugbank.ca/drugs/DB01104	http://www.disease-ontology.org/term/DOID%3A1595	FALSE	TRUE	TRUE
Sertraline	panic disorder	SYM	SYM	SYM				https://www.google.com/webhp#q=Sertraline	http://www.uptodate.com/contents/search?search=Sertraline	http://www.drugbank.ca/drugs/DB01104	http://www.disease-ontology.org/term/DOID%3A594	FALSE	TRUE	TRUE
Sertraline	schizophrenia	SYM	SYM	SYM				https://www.google.com/webhp#q=Sertraline	http://www.uptodate.com/contents/search?search=Sertraline	http://www.drugbank.ca/drugs/DB01104	http://www.disease-ontology.org/term/DOID%3A5419	FALSE	TRUE	TRUE
Sibutramine	obesity	DM	DM	DM	Pilot classification: disease-modifying; Pilot notes: enhances satiety via CNS			https://www.google.com/webhp#q=Sibutramine	http://www.uptodate.com/contents/search?search=Sibutramine	http://www.drugbank.ca/drugs/DB01105	http://www.disease-ontology.org/term/DOID%3A9970	FALSE	TRUE	TRUE
Sildenafil	multiple sclerosis	SYM	SYM	SYM				https://www.google.com/webhp#q=Sildenafil	http://www.uptodate.com/contents/search?search=Sildenafil	http://www.drugbank.ca/drugs/DB00203	http://www.disease-ontology.org/term/DOID%3A2377	FALSE	TRUE	TRUE
Sildenafil	systemic scleroderma	SYM	SYM	SYM				https://www.google.com/webhp#q=Sildenafil	http://www.uptodate.com/contents/search?search=Sildenafil	http://www.drugbank.ca/drugs/DB00203	http://www.disease-ontology.org/term/DOID%3A418	FALSE	TRUE	TRUE
Simvastatin	atherosclerosis	DM	DM	DM				https://www.google.com/webhp#q=Simvastatin	http://www.uptodate.com/contents/search?search=Simvastatin	http://www.drugbank.ca/drugs/DB00641	http://www.disease-ontology.org/term/DOID%3A1936	FALSE	TRUE	TRUE
Simvastatin	coronary artery disease	DM	DM	DM				https://www.google.com/webhp#q=Simvastatin	http://www.uptodate.com/contents/search?search=Simvastatin	http://www.drugbank.ca/drugs/DB00641	http://www.disease-ontology.org/term/DOID%3A3393	FALSE	TRUE	TRUE
Simvastatin	hypertension	NOT	NOT	NOT				https://www.google.com/webhp#q=Simvastatin	http://www.uptodate.com/contents/search?search=Simvastatin	http://www.drugbank.ca/drugs/DB00641	http://www.disease-ontology.org/term/DOID%3A10763	FALSE	TRUE	TRUE
Simvastatin	type 2 diabetes mellitus	NOT	NOT	NOT		HOWEVER WORSENS DISEASE OR CREATES RISK OF DISEASE		https://www.google.com/webhp#q=Simvastatin	http://www.uptodate.com/contents/search?search=Simvastatin	http://www.drugbank.ca/drugs/DB00641	http://www.disease-ontology.org/term/DOID%3A9352	FALSE	TRUE	TRUE
Sitagliptin	type 2 diabetes mellitus	DM	DM	DM				https://www.google.com/webhp#q=Sitagliptin	http://www.uptodate.com/contents/search?search=Sitagliptin	http://www.drugbank.ca/drugs/DB01261	http://www.disease-ontology.org/term/DOID%3A9352	FALSE	TRUE	TRUE
Sorafenib	kidney cancer	DM	DM	DM				https://www.google.com/webhp#q=Sorafenib	http://www.uptodate.com/contents/search?search=Sorafenib	http://www.drugbank.ca/drugs/DB00398	http://www.disease-ontology.org/term/DOID%3A263	FALSE	TRUE	TRUE
Sorafenib	liver cancer	DM	DM	DM				https://www.google.com/webhp#q=Sorafenib	http://www.uptodate.com/contents/search?search=Sorafenib	http://www.drugbank.ca/drugs/DB00398	http://www.disease-ontology.org/term/DOID%3A3571	FALSE	TRUE	TRUE
Sorafenib	thyroid cancer	DM	DM	DM				https://www.google.com/webhp#q=Sorafenib	http://www.uptodate.com/contents/search?search=Sorafenib	http://www.drugbank.ca/drugs/DB00398	http://www.disease-ontology.org/term/DOID%3A1781	FALSE	TRUE	TRUE
Spironolactone	epilepsy syndrome	NOT	NOT	NOT				https://www.google.com/webhp#q=Spironolactone	http://www.uptodate.com/contents/search?search=Spironolactone	http://www.drugbank.ca/drugs/DB00421	http://www.disease-ontology.org/term/DOID%3A1826	FALSE	TRUE	TRUE
Stavudine	acquired immunodeficiency syndrome	DM	DM	DM				https://www.google.com/webhp#q=Stavudine	http://www.uptodate.com/contents/search?search=Stavudine	http://www.drugbank.ca/drugs/DB00649	http://www.disease-ontology.org/term/DOID%3A635	FALSE	TRUE	TRUE
Sucralfate	hypertension	NOT	NOT	NOT		SIDE EFFECT		https://www.google.com/webhp#q=Sucralfate	http://www.uptodate.com/contents/search?search=Sucralfate	http://www.drugbank.ca/drugs/DB00364	http://www.disease-ontology.org/term/DOID%3A10763	FALSE	TRUE	TRUE
Sulfasalazine	Crohn's disease	DM	DM	DM				https://www.google.com/webhp#q=Sulfasalazine	http://www.uptodate.com/contents/search?search=Sulfasalazine	http://www.drugbank.ca/drugs/DB00795	http://www.disease-ontology.org/term/DOID%3A8778	FALSE	TRUE	TRUE
Sulfasalazine	ankylosing spondylitis	DM	DM	DM				https://www.google.com/webhp#q=Sulfasalazine	http://www.uptodate.com/contents/search?search=Sulfasalazine	http://www.drugbank.ca/drugs/DB00795	http://www.disease-ontology.org/term/DOID%3A7147	FALSE	TRUE	TRUE
Sulfasalazine	epilepsy syndrome	NOT	NOT	NOT				https://www.google.com/webhp#q=Sulfasalazine	http://www.uptodate.com/contents/search?search=Sulfasalazine	http://www.drugbank.ca/drugs/DB00795	http://www.disease-ontology.org/term/DOID%3A1826	FALSE	TRUE	TRUE
Sulfasalazine	rheumatoid arthritis	DM	DM	DM				https://www.google.com/webhp#q=Sulfasalazine	http://www.uptodate.com/contents/search?search=Sulfasalazine	http://www.drugbank.ca/drugs/DB00795	http://www.disease-ontology.org/term/DOID%3A7148	FALSE	TRUE	TRUE
Sulfasalazine	ulcerative colitis	DM	DM	DM				https://www.google.com/webhp#q=Sulfasalazine	http://www.uptodate.com/contents/search?search=Sulfasalazine	http://www.drugbank.ca/drugs/DB00795	http://www.disease-ontology.org/term/DOID%3A8577	FALSE	TRUE	TRUE
Sulindac	osteoarthritis	SYM	SYM	SYM			"see notes on osteoarthritis, NSAIDs and steroids"	https://www.google.com/webhp#q=Sulindac	http://www.uptodate.com/contents/search?search=Sulindac	http://www.drugbank.ca/drugs/DB00605	http://www.disease-ontology.org/term/DOID%3A8398	FALSE	TRUE	TRUE
Sumatriptan	migraine	SYM	SYM	SYM				https://www.google.com/webhp#q=Sumatriptan	http://www.uptodate.com/contents/search?search=Sumatriptan	http://www.drugbank.ca/drugs/DB00669	http://www.disease-ontology.org/term/DOID%3A6364	FALSE	TRUE	TRUE
Sunitinib	kidney cancer	DM	DM	DM				https://www.google.com/webhp#q=Sunitinib	http://www.uptodate.com/contents/search?search=Sunitinib	http://www.drugbank.ca/drugs/DB01268	http://www.disease-ontology.org/term/DOID%3A263	FALSE	TRUE	TRUE
Sunitinib	pancreatic cancer	DM	DM	DM				https://www.google.com/webhp#q=Sunitinib	http://www.uptodate.com/contents/search?search=Sunitinib	http://www.drugbank.ca/drugs/DB01268	http://www.disease-ontology.org/term/DOID%3A1793	FALSE	TRUE	TRUE
Tacrolimus	atopic dermatitis	DM	DM	DM				https://www.google.com/webhp#q=Tacrolimus	http://www.uptodate.com/contents/search?search=Tacrolimus	http://www.drugbank.ca/drugs/DB00864	http://www.disease-ontology.org/term/DOID%3A3310	FALSE	TRUE	TRUE
Tadalafil	hypertension	DM	DM	NOT	pulm htn		see notes for pulmonary hypertension drugs in HTN	https://www.google.com/webhp#q=Tadalafil	http://www.uptodate.com/contents/search?search=Tadalafil	http://www.drugbank.ca/drugs/DB00820	http://www.disease-ontology.org/term/DOID%3A10763	FALSE	FALSE	FALSE
Tamoxifen	breast cancer	DM	DM	DM				https://www.google.com/webhp#q=Tamoxifen	http://www.uptodate.com/contents/search?search=Tamoxifen	http://www.drugbank.ca/drugs/DB00675	http://www.disease-ontology.org/term/DOID%3A1612	FALSE	TRUE	TRUE
Tamsulosin	prostate cancer	SYM	SYM	SYM				https://www.google.com/webhp#q=Tamsulosin	http://www.uptodate.com/contents/search?search=Tamsulosin	http://www.drugbank.ca/drugs/DB00706	http://www.disease-ontology.org/term/DOID%3A10283	FALSE	TRUE	TRUE
Tazarotene	psoriasis	DM	DM	DM		Plaque psoriasis		https://www.google.com/webhp#q=Tazarotene	http://www.uptodate.com/contents/search?search=Tazarotene	http://www.drugbank.ca/drugs/DB00799	http://www.disease-ontology.org/term/DOID%3A8893	FALSE	TRUE	TRUE
Telbivudine	hepatitis B	DM	DM	DM				https://www.google.com/webhp#q=Telbivudine	http://www.uptodate.com/contents/search?search=Telbivudine	http://www.drugbank.ca/drugs/DB01265	http://www.disease-ontology.org/term/DOID%3A2043	FALSE	TRUE	TRUE
Telmisartan	coronary artery disease	DM	DM	DM				https://www.google.com/webhp#q=Telmisartan	http://www.uptodate.com/contents/search?search=Telmisartan	http://www.drugbank.ca/drugs/DB00966	http://www.disease-ontology.org/term/DOID%3A3393	FALSE	TRUE	TRUE
Telmisartan	hypertension	DM	DM	DM				https://www.google.com/webhp#q=Telmisartan	http://www.uptodate.com/contents/search?search=Telmisartan	http://www.drugbank.ca/drugs/DB00966	http://www.disease-ontology.org/term/DOID%3A10763	FALSE	TRUE	TRUE
Temozolomide	brain cancer	DM	DM	DM				https://www.google.com/webhp#q=Temozolomide	http://www.uptodate.com/contents/search?search=Temozolomide	http://www.drugbank.ca/drugs/DB00853	http://www.disease-ontology.org/term/DOID%3A1319	FALSE	TRUE	TRUE
Temozolomide	malignant glioma	DM	DM	DM				https://www.google.com/webhp#q=Temozolomide	http://www.uptodate.com/contents/search?search=Temozolomide	http://www.drugbank.ca/drugs/DB00853	http://www.disease-ontology.org/term/DOID%3A3070	FALSE	TRUE	TRUE
Temozolomide	skin cancer	NOT	NOT	DM	in research		melanoma	https://www.google.com/webhp#q=Temozolomide	http://www.uptodate.com/contents/search?search=Temozolomide	http://www.drugbank.ca/drugs/DB00853	http://www.disease-ontology.org/term/DOID%3A4159	FALSE	FALSE	FALSE
Temsirolimus	kidney cancer	DM	DM	DM				https://www.google.com/webhp#q=Temsirolimus	http://www.uptodate.com/contents/search?search=Temsirolimus	http://www.drugbank.ca/drugs/DB06287	http://www.disease-ontology.org/term/DOID%3A263	FALSE	TRUE	TRUE
Teniposide	hematologic cancer	DM	DM	DM				https://www.google.com/webhp#q=Teniposide	http://www.uptodate.com/contents/search?search=Teniposide	http://www.drugbank.ca/drugs/DB00444	http://www.disease-ontology.org/term/DOID%3A2531	FALSE	TRUE	TRUE
Teniposide	lung cancer	DM	DM	DM				https://www.google.com/webhp#q=Teniposide	http://www.uptodate.com/contents/search?search=Teniposide	http://www.drugbank.ca/drugs/DB00444	http://www.disease-ontology.org/term/DOID%3A1324	FALSE	TRUE	TRUE
Teniposide	lymphatic system cancer	DM	DM	DM				https://www.google.com/webhp#q=Teniposide	http://www.uptodate.com/contents/search?search=Teniposide	http://www.drugbank.ca/drugs/DB00444	http://www.disease-ontology.org/term/DOID%3A0060073	FALSE	TRUE	TRUE
Thalidomide	hematologic cancer	DM	DM	DM				https://www.google.com/webhp#q=Thalidomide	http://www.uptodate.com/contents/search?search=Thalidomide	http://www.drugbank.ca/drugs/DB01041	http://www.disease-ontology.org/term/DOID%3A2531	FALSE	TRUE	TRUE
Thiotepa	breast cancer	DM	DM	DM				https://www.google.com/webhp#q=Thiotepa	http://www.uptodate.com/contents/search?search=Thiotepa	http://www.drugbank.ca/drugs/DB04572	http://www.disease-ontology.org/term/DOID%3A1612	FALSE	TRUE	TRUE
Thiotepa	hematologic cancer	DM	DM	DM				https://www.google.com/webhp#q=Thiotepa	http://www.uptodate.com/contents/search?search=Thiotepa	http://www.drugbank.ca/drugs/DB04572	http://www.disease-ontology.org/term/DOID%3A2531	FALSE	TRUE	TRUE
Thiotepa	sarcoma	DM	DM	DM	Pilot classification: disease-modifying; Pilot notes:			https://www.google.com/webhp#q=Thiotepa	http://www.uptodate.com/contents/search?search=Thiotepa	http://www.drugbank.ca/drugs/DB04572	http://www.disease-ontology.org/term/DOID%3A1115	FALSE	TRUE	TRUE
Thiotepa	urinary bladder cancer	DM	DM	DM				https://www.google.com/webhp#q=Thiotepa	http://www.uptodate.com/contents/search?search=Thiotepa	http://www.drugbank.ca/drugs/DB04572	http://www.disease-ontology.org/term/DOID%3A11054	FALSE	TRUE	TRUE
Thiothixene	schizophrenia	SYM	SYM	SYM				https://www.google.com/webhp#q=Thiothixene	http://www.uptodate.com/contents/search?search=Thiothixene	http://www.drugbank.ca/drugs/DB01623	http://www.disease-ontology.org/term/DOID%3A5419	FALSE	TRUE	TRUE
Tiagabine	epilepsy syndrome	NOT	NOT	NOT	can induce sz			https://www.google.com/webhp#q=Tiagabine	http://www.uptodate.com/contents/search?search=Tiagabine	http://www.drugbank.ca/drugs/DB00906	http://www.disease-ontology.org/term/DOID%3A1826	FALSE	TRUE	TRUE
Ticagrelor	coronary artery disease	DM	DM	DM		ACUTE CORONARY SYNDROME		https://www.google.com/webhp#q=Ticagrelor	http://www.uptodate.com/contents/search?search=Ticagrelor	http://www.drugbank.ca/drugs/DB08816	http://www.disease-ontology.org/term/DOID%3A3393	FALSE	TRUE	TRUE
Tiludronate	Paget's disease of bone	DM	DM	DM				https://www.google.com/webhp#q=Tiludronate	http://www.uptodate.com/contents/search?search=Tiludronate	http://www.drugbank.ca/drugs/DB01133	http://www.disease-ontology.org/term/DOID%3A5408	FALSE	TRUE	TRUE
Timolol	glaucoma	DM	DM	DM				https://www.google.com/webhp#q=Timolol	http://www.uptodate.com/contents/search?search=Timolol	http://www.drugbank.ca/drugs/DB00373	http://www.disease-ontology.org/term/DOID%3A1686	FALSE	TRUE	TRUE
Timolol	migraine	SYM	SYM	DM			see notes on migraine	https://www.google.com/webhp#q=Timolol	http://www.uptodate.com/contents/search?search=Timolol	http://www.drugbank.ca/drugs/DB00373	http://www.disease-ontology.org/term/DOID%3A6364	FALSE	FALSE	FALSE
Tioguanine	hematologic cancer	DM	DM	DM				https://www.google.com/webhp#q=Tioguanine	http://www.uptodate.com/contents/search?search=Tioguanine	http://www.drugbank.ca/drugs/DB00352	http://www.disease-ontology.org/term/DOID%3A2531	FALSE	TRUE	TRUE
Tirofiban	coronary artery disease	DM	DM	DM	Pilot classification: disease-modifying; Pilot notes:			https://www.google.com/webhp#q=Tirofiban	http://www.uptodate.com/contents/search?search=Tirofiban	http://www.drugbank.ca/drugs/DB00775	http://www.disease-ontology.org/term/DOID%3A3393	FALSE	TRUE	TRUE
Tizanidine	migraine	SYM	SYM	SYM				https://www.google.com/webhp#q=Tizanidine	http://www.uptodate.com/contents/search?search=Tizanidine	http://www.drugbank.ca/drugs/DB00697	http://www.disease-ontology.org/term/DOID%3A6364	FALSE	TRUE	TRUE
