RXCUI_IN,DRUG_DESC,ICD9,INDICATION_DESCRIPTION,POSSIBLE_LABEL_USE
284635,fluticasone / salmeterol,496,Chronic airway obstruction; not elsewhere classified,0
284635,fluticasone / salmeterol,786.05,Shortness of breath,0
284635,fluticasone / salmeterol,786.09,Other dyspnea and respiratory abnormality,0
284635,fluticasone / salmeterol,796.4,Other abnormal clinical findings,0
284637,HYLAN G-F 20,715.00,Osteoarthrosis; generalized; involving unspecified site,0
284637,HYLAN G-F 20,715.9,Osteoarthrosis; unspecified whether generalized or localized,0
284637,HYLAN G-F 20,715.90,Osteoarthrosis; unspecified whether generalized or localized; involving unspecified site,0
284640,lopinavir / Ritonavir,042,Human immunodeficiency virus [HIV] disease,1
284640,lopinavir / Ritonavir,042-042.99,,1
285155,Kelp preparation,244.9,Hypothyroidism NOS,0
285223,Cat's Claw preparation,531,Gastric ulcer,0
285223,Cat's Claw preparation,531.90,Gastric ulcer; unspecified as acute or chronic; without mention of hemorrhage or perforation; without mention of obstruction,0
285223,Cat's Claw preparation,535.50,Unspecified gastritis and gastroduodenitis; without mention of hemorrhage,0
285228,Kava preparation,300.00,Anxiety state unspecified,0
285228,Kava preparation,311,Depressive disorder NEC,0
288262,cinoxate,692.70,Unspecified dermatitis due to sun,0
288262,cinoxate,692.71,Sunburn,0
298665,nepafenac,338-338.99,,1
298665,nepafenac,780.96,Generalized pain,1
298869,eplerenone,401-405.99,,1
298869,eplerenone,401.9,Hypertension NOS,1
298869,eplerenone,410,Acute myocardial infarction,1
298869,eplerenone,410.9,Acute myocardial infarction; unspecified site,1
298869,eplerenone,410.90,Acute myocardial infarction; unspecified site; episode of care unspecified,1
298869,eplerenone,428,Heart failure,1
298869,eplerenone,428.9,Heart failure unspecified,1
298869,eplerenone,997.91,Hypertension,1
299081,spinosad,132.0,Pediculus capitis [head louse],1
299635,alefacept,523.6,Accretions on teeth,1
299635,alefacept,696.1,Other psoriasis and similar disorders excluding psoriatic arthropathy,1
300195,tenofovir disoproxil,042,Human immunodeficiency virus [HIV] disease,1
300195,tenofovir disoproxil,042-042.99,,1
300195,tenofovir disoproxil,070.30,Viral hepatitis B without mention of hepatic coma; acute or unspecified; without mention of hepatitis delta,1
300195,tenofovir disoproxil,070.32,Viral hepatitis B without mention of hepatic coma; chronic; without mention of hepatitis delta,1
300195,tenofovir disoproxil,136.9,Unspecified infectious and parasitic diseases,1
301542,rosuvastatin,250,Diabetes mellitus,1
301542,rosuvastatin,250.00,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1
301542,rosuvastatin,272.1,Pure hyperglyceridemia,1
301542,rosuvastatin,272.4,Other and unspecified hyperlipidemia,1
301542,rosuvastatin,272.8,Other disorders of lipoid metabolism,1
301542,rosuvastatin,410.90,Acute myocardial infarction; unspecified site; episode of care unspecified,1
301542,rosuvastatin,429.2,Cardiovascular disease [ASCVD],1
301542,rosuvastatin,429.9,Heart disease NOS,1
301542,rosuvastatin,434.91,Cerebral artery occlusion; unspecified; with cerebral infarction,1
301542,rosuvastatin,440,Atherosclerosis,1
301542,rosuvastatin,783.21,Loss of weight,0
301542,rosuvastatin,783.9,Other symptoms concerning nutrition; metabolism; and development,0
301739,abarelix,185,Malignant neoplasm of prostate,1
302285,conivaptan,253.6,Other disorders of neurohypophysis,1
302285,conivaptan,276.1,Hyposmolality and/or hyponatremia,1
302285,conivaptan,428,Heart failure,1
302285,conivaptan,428.9,Heart failure unspecified,1
302379,omalizumab,493,Asthma,1
302379,omalizumab,493.0,Extrinsic asthma,0
302379,omalizumab,493.9,Asthma; unspecified,1
302379,omalizumab,493.90,Asthma; unspecified type; without mention of status asthmaticus,1
304962,arformoterol,491,Chronic bronchitis,1
304962,arformoterol,491.9,Chronic bronchitis NOS,1
304962,arformoterol,493,Asthma,1
304962,arformoterol,493.9,Asthma; unspecified,1
304962,arformoterol,493.90,Asthma; unspecified type; without mention of status asthmaticus,1
304962,arformoterol,496,Chronic airway obstruction; not elsewhere classified,1
304962,arformoterol,518.89,Other diseases of lung; not elsewhere classified,1
304962,arformoterol,796.4,Other abnormal clinical findings,1
306266,entecavir,070.30,Viral hepatitis B without mention of hepatic coma; acute or unspecified; without mention of hepatitis delta,1
306266,entecavir,070.32,Viral hepatitis B without mention of hepatic coma; chronic; without mention of hepatitis delta,1
306266,entecavir,573.9,Unspecified disorder of liver,1
306674,vardenafil,302.72,Psychosexual dysfunction with inhibited sexual excitement,1
306674,vardenafil,607.84,Impotence of organic origin,1
314583,D-BIOTIN,266,Deficiency of B-complex components,0
314583,D-BIOTIN,266.9,Vitamin B deficiency NOS,0
314583,D-BIOTIN,277.9,Unspecified disorder of metabolism,0
314583,D-BIOTIN,704.0,Alopecia,0
314583,D-BIOTIN,704.00,Alopecia NOS,0
314683,Insulin  Zinc  Human,250.00,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,0
314683,Insulin  Zinc  Human,250.01,type I diabetes mellitus [insulin dependent type] [IDDM] [juvenile type]; not stated as uncontrolled; without mention of complication,0
314683,Insulin  Zinc  Human,790.6,Other abnormal blood chemistry,0
314684,Insulin  Protamine Lispro  Human,250.00,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,0
314684,Insulin  Protamine Lispro  Human,250.01,type I diabetes mellitus [insulin dependent type] [IDDM] [juvenile type]; not stated as uncontrolled; without mention of complication,0
314684,Insulin  Protamine Lispro  Human,790.6,Other abnormal blood chemistry,0
314726,Menthol / phenol,698.9,Unspecified pruritic disorder,0
314837,SODIUM PHOSPHATE DIHYDRATE,275.3,Disorders of phosphorus metabolism,0
314881,Undecylenate,110.3,Dermatophytosis of groin and perianal area,0
314881,Undecylenate,110.4,Dermatophytosis of foot,0
314881,Undecylenate,686.9,Unspecified local infection of skin and subcutaneous tissue,0
317201,ammonia spirit  aromatic,780.09,Other alteration of consciousness,0
317841,dl-alpha tocopheryl acetate,269.1,Deficiency of other vitamins,0
317841,dl-alpha tocopheryl acetate,283.9,Acquired hemolytic anemia; unspecified,0
317841,dl-alpha tocopheryl acetate,331.0,Alzheimer's disease,0
317841,dl-alpha tocopheryl acetate,333.99,Other extrapyramidal diseases and abnormal movement disorders,0
317841,dl-alpha tocopheryl acetate,770.7,Chronic respiratory disease arising in the perinatal period,0
318340,Aloe vera preparation,564.0,Constipation,0
318340,Aloe vera preparation,564.00,Constipation NOS,0
318340,Aloe vera preparation,696.1,Other psoriasis and similar disorders excluding psoriatic arthropathy,0
318340,Aloe vera preparation,698.9,Unspecified pruritic disorder,0
318340,Aloe vera preparation,940-949.99,,0
318340,Aloe vera preparation,949.0,Burn of unspecified site; unspecified degree,0
318340,Aloe vera preparation,991.3,Frostbite of other and unspecified sites,0
318341,cetuximab,140-239.99,,1
318341,cetuximab,153.9,Malignant neoplasm of colon; unspecified,0
318341,cetuximab,232.9,Carcinoma in situ of skin; site unspecified,1
318341,cetuximab,239,Neoplasms of unspecified nature,1
318341,cetuximab,239-239.99,,1
319780,Capsicum extract,053,Herpes zoster,0
319780,Capsicum extract,053.9,Herpes zoster without mention of complication,0
319780,Capsicum extract,250.6,Diabetes with neurological manifestations,0
319780,Capsicum extract,338-338.99,,0
319780,Capsicum extract,729.2,Neuralgia; neuritis; and radiculitis; unspecified,0
319780,Capsicum extract,780.96,Generalized pain,0
319837,Gotu Kola Extract,459.81,Venous (peripheral) insufficiency NOS,0
319837,Gotu Kola Extract,709.9,Unspecified disorder of skin and subcutaneous tissue,0
319837,Gotu Kola Extract,780.79,Other malaise and fatigue,0
321064,olmesartan,250.4,Diabetes with renal manifestations,0
321064,olmesartan,401-405.99,,1
321064,olmesartan,401.9,Hypertension NOS,1
321064,olmesartan,428.0,Congestive heart failure (CHF) NOS,0
321064,olmesartan,997.91,Hypertension,1
321208,fondaparinux,415.19,Other pulmonary embolism and infarction,1
321208,fondaparinux,451.9,Phlebitis and thrombophlebitis of unspecified site,1
321208,fondaparinux,453.9,Embolism and thrombosis of unspecified site,1
321208,fondaparinux,459.0,Hemorrhage NOS,1
321208,fondaparinux,459.9,Unspecified circulatory system disorder,0
321208,fondaparinux,998.9,Unspecified complication of procedure; not elsewhere classified,0
321952,Pimecrolimus,691.8,Other atopic dermatitis,1
321952,Pimecrolimus,692.9,Contact dermatitis and other eczema; unspecified cause,1
321952,Pimecrolimus,709.9,Unspecified disorder of skin and subcutaneous tissue,0
321988,Escitalopram,296.20,Major depressive disorder; single episode; unspecified degree,1
321988,Escitalopram,300.00,Anxiety state unspecified,1
321988,Escitalopram,300.02,Generalized anxiety disorder,1
321988,Escitalopram,300.9,Unspecified nonpsychotic mental disorder,1
321988,Escitalopram,311,Depressive disorder NEC,1
322154,Fondaparinux sodium,415.19,Other pulmonary embolism and infarction,1
322154,Fondaparinux sodium,451.9,Phlebitis and thrombophlebitis of unspecified site,1
322154,Fondaparinux sodium,459.0,Hemorrhage NOS,1
322167,Solifenacin,596.51,Hypertonicity of bladder,1
322167,Solifenacin,788.3,Urinary incontinence,1
322167,Solifenacin,788.30,Urinary incontinence NOS,1
322167,Solifenacin,788.41,Urinary frequency,1
322167,Solifenacin,788.63,Urgency of urination,1
322167,Solifenacin,788.69,Other abnormality of urination,1
322248,Tenofovir disoproxil fumarate,042,Human immunodeficiency virus [HIV] disease,1
322248,Tenofovir disoproxil fumarate,042-042.99,,1
322248,Tenofovir disoproxil fumarate,136.9,Unspecified infectious and parasitic diseases,1
323828,Rosuvastatin calcium,250,Diabetes mellitus,1
323828,Rosuvastatin calcium,250.00,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1
323828,Rosuvastatin calcium,272.1,Pure hyperglyceridemia,1
323828,Rosuvastatin calcium,272.4,Other and unspecified hyperlipidemia,1
323828,Rosuvastatin calcium,272.8,Other disorders of lipoid metabolism,1
323828,Rosuvastatin calcium,410.90,Acute myocardial infarction; unspecified site; episode of care unspecified,1
323828,Rosuvastatin calcium,429.2,Cardiovascular disease [ASCVD],1
323828,Rosuvastatin calcium,429.9,Heart disease NOS,1
323828,Rosuvastatin calcium,434.91,Cerebral artery occlusion; unspecified; with cerebral infarction,1
323828,Rosuvastatin calcium,440,Atherosclerosis,1
323828,Rosuvastatin calcium,783.21,Loss of weight,0
323828,Rosuvastatin calcium,783.9,Other symptoms concerning nutrition; metabolism; and development,0
324042,Hydrochlorothiazide / Spironolactone,276.69,Other fluid overload,1
324042,Hydrochlorothiazide / Spironolactone,401-405.99,,1
324042,Hydrochlorothiazide / Spironolactone,401.9,Hypertension NOS,1
324042,Hydrochlorothiazide / Spironolactone,997.91,Hypertension,1
325526,Ginseng Preparation,302.72,Psychosexual dysfunction with inhibited sexual excitement,0
325526,Ginseng Preparation,607.84,Impotence of organic origin,0
325526,Ginseng Preparation,780.79,Other malaise and fatigue,0
325642,ertapenem,038,Septicemia,0
325642,ertapenem,038.9,Septicemia NOS,0
325642,ertapenem,041.00,Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site,0
325642,ertapenem,041.49,Other and unspecified Escherichia coli [E. coli],0
325642,ertapenem,041.84,Other anaerobe infection in conditions classified elsewhere and of unspecified site,0
325642,ertapenem,041.85,Other gram-negative organism infection in conditions classified elsewhere and of unspecified site,0
325642,ertapenem,136.9,Unspecified infectious and parasitic diseases,1
325642,ertapenem,519.8,Other diseases of respiratory system; not elsewhere classified,0
325642,ertapenem,590.80,Pyelonephritis NOS,1
325642,ertapenem,682.2,Cellulitis and abscess of trunk,0
325642,ertapenem,686.9,Unspecified local infection of skin and subcutaneous tissue,1
325646,aliskiren,250.00,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,0
325646,aliskiren,401,Essential hypertension,1
325646,aliskiren,401-405.99,,1
325646,aliskiren,401.9,Hypertension NOS,1
325646,aliskiren,593.9,Unspecified disorder of kidney and ureter,1
325646,aliskiren,997.91,Hypertension,1
325887,micafungin,112,Candidiasis,1
325887,micafungin,112.5,Disseminated candidiasis,1
325887,micafungin,112.84,Candidal esophagitis,1
325887,micafungin,112.89,Other candidiasis of other specified sites,1
325887,micafungin,112.9,Candidiasis of unspecified site,1
325887,micafungin,567.9,Peritonitis NOS,1
326374,norelgestromin,621.4,Hematometra,0
326374,norelgestromin,626.0,Absence of menstruation,0
327361,adalimumab,279.49,Autoimmune disease; not elsewhere classified (ADDED),0
327361,adalimumab,555.9,Regional enteritis of unspecified site,0
327361,adalimumab,696.0,Psoriatic arthropathy,1
327361,adalimumab,696.1,Other psoriasis and similar disorders excluding psoriatic arthropathy,1
327361,adalimumab,714.0,Rheumatoid arthritis,1
327361,adalimumab,714.30,Polyarticular juvenile rheumatoid arthritis; chronic or unspecified,1
327361,adalimumab,720.0,Ankylosing spondylitis,1
327361,adalimumab,780-789.99,,0
328134,gefitinib,140-239.99,,1
328134,gefitinib,162.9,Malignant neoplasm of bronchus and lung; unspecified,1
328134,gefitinib,199.1,Other malignant neoplasm of unspecified site,1
328134,gefitinib,239,Neoplasms of unspecified nature,1
328134,gefitinib,239-239.99,,1
328134,gefitinib,239.1,Neoplasm of unspecified nature of respiratory system,0
328141,Angelica sinensis preparation,256.31,Premature menopause,0
328141,Angelica sinensis preparation,401-405.99,,0
328141,Angelica sinensis preparation,401.9,Hypertension NOS,0
328141,Angelica sinensis preparation,564.0,Constipation,0
328141,Angelica sinensis preparation,564.00,Constipation NOS,0
328141,Angelica sinensis preparation,625.3,Dysmenorrhea,0
328141,Angelica sinensis preparation,729.0,Rheumatism; unspecified and fibrositis,0
328141,Angelica sinensis preparation,997.91,Hypertension,0
337523,ixabepilone,174.9,Malignant neoplasm of breast (female); unspecified,1
337525,erlotinib,157.9,Malignant neoplasm of pancreas; part unspecified,1
337525,erlotinib,162.9,Malignant neoplasm of bronchus and lung; unspecified,1
337525,erlotinib,197.8,Secondary malignant neoplasm of other digestive organs and spleen,1
337525,erlotinib,199.1,Other malignant neoplasm of unspecified site,1
337623,Dornase Alfa,277.0,Cystic fibrosis,1
337623,Dornase Alfa,277.00,Cystic fibrosis without mention of meconium ileus,1
337623,Dornase Alfa,490,Bronchitis NOS,0
338036,pegfilgrastim,136.9,Unspecified infectious and parasitic diseases,1
338036,pegfilgrastim,288.0,Agranulocytosis,1
338036,pegfilgrastim,288.00,Neutropenia NOS,1
338817,agalsidase beta,272.7,Lipidoses,1
338817,agalsidase beta,277.6,Other deficiencies of circulating enzymes,1
341018,anidulafungin,112,Candidiasis,1
341018,anidulafungin,112.84,Candidal esophagitis,1
341018,anidulafungin,112.9,Candidiasis of unspecified site,1
341248,ezetimibe,272.0,Pure hypercholesterolemia,1
